class,aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,60950,0,,0,0,0,0,0,5208,929874,5303838,6696730,2426124,103648,0,7206254,0,0,0,17786,27832,14130942,13092990,1505282,965332,0,0,0,0,0,0,0,0,0,0,0,0,14387642,1076744,1036,0,5448,876,1568,2108,5620,14551276,898516,10,0,0,9986634,2916454,579138,309960,298330,399578,844158,131170,0,0,15654340,0,258,230,20,7206254,141918,366448,1136704,110980,100940,113880,103720,60949.14,15654340,15654340,15686722,40427,536292,108314,1127180,15465422,1209600,0,,,,5597889.6,9834891.84,21711.36,2,774,0,0,82692,773674,3122068,7395990,3903352,178014,9348,284,,394,15654340,10394,1594,109154,6647850,856736,5133612,2656740,49342,0,0,,,,,,,,,,22910,362,0,0,0,0,0,0,60396920,15434342,89324,63082,8846,0,0,252830,28228,15564960,2426706,0,0,0,0,1457200,2638.5,3150,9928410,2872176,1577948,554420,464428,63610,3778,332,320,0,0,0
neg,14,50,24,0,0,0,0,0,0,1480,2360,1956,0,0,0,2002,0,0,0,260,1008,3674,1328,9344,936,0,0,0,0,12,58,0,0,0,0,0,0,0,1850,3946,0,1136,18,38,50,152,4394,2,2,4,0,4100,804,152,202,34,38,274,190,2,0,13300,0,2,20,0,2002,142,6816,2494,,,,9120,14.52,13300,13300,14000,23,34,1188,13120,5796,1209600,362,0,4,0,2271.36,0.0,2899.2,0,20,0,36,1102,2308,1170,872,308,0,0,0,0,4,13300,1158,10,28,16,112,138,3250,1044,40,0,106,124,1984,116,0,0,0,0,2716,64,60,0,0,0,0,0,0,0,0,174,0,0,762,114,36,36,640,66,5308,22,0,0,0,107.82,54,3746,1640,224,62,80,30,12,2,0,0,0,0
neg,8,6,0,0,0,0,0,0,0,56,912,3772,0,0,0,1936,0,258,0,0,0,12162,10654,3172,116,0,0,0,0,10,2,0,0,0,0,0,0,0,0,4740,0,1916,12,30,32,1278,1472,0,0,0,0,3934,186,82,92,22,18,64,304,20,18,15350,0,6,0,2,1936,116,2292,864,1310700,1310700,1310700,3020,7.45,15350,15350,16934,15,166,1448,15200,4740,1209600,194,0,6,0,1602.24,34.56,1248.0,,,0,0,0,668,3390,464,218,0,0,0,2,6,15350,1876,10,18,12,96,628,1622,470,8,0,2,2,890,56,0,0,0,0,1718,34,36,0,0,20,54,0,0,0,0,128,0,0,164,86,38,8,2280,456,0,4,0,0,0,,,3382,1196,42,12,20,40,46,2,0,0,0,0
neg,30,12,,0,0,0,0,0,0,3644,4658,902,0,0,0,3234,0,0,0,226,620,15694,13348,9094,598,0,0,0,0,0,0,0,0,0,0,0,0,0,918,8286,0,1134,14,20,22,322,7692,0,0,0,0,6000,2030,256,264,96,54,360,142,2,0,25034,0,2,0,6,3234,242,7034,2034,,,,8860,29.72,25034,25034,26378,29,146,2374,24840,9204,1209600,0,,,,5008.32,144.0,3048.0,0,8,0,0,1552,5294,1596,598,164,0,0,0,,116,25034,1022,20,52,120,554,1768,4090,1510,68,0,,,,,,,,,,44,74,0,0,0,262,0,0,0,0,216,20,2,0,0,234,50,13100,1604,0,0,0,0,0,255.64,64,4520,3926,318,100,162,126,38,14,0,0,0,0
neg,806566,3858,950,0,0,0,0,9026,1369932,17571348,27751508,7447354,497626,18822,0,27141914,0,0,0,913440,1462406,45539800,39994424,15258536,5502600,156,0,0,0,9028,2682,0,0,0,0,0,0,0,7379068,47286480,68,36364,16650,27536,67752,4992334,49524886,84,10,0,0,17209652,17272500,8004356,4416750,2287472,1440436,1055484,1157120,940446,881400,61719380,2564,3674,3874,0,27141914,965302,8943156,6280022,307160,320840,340000,305320,806566.25,61719380,61719380,61650884,209210,4622,57360,1157740,54665616,1209600,1541058,4784,1470,0,42932100.48,0.0,11699596.8,130,5986,96,292096,7135188,27044008,15935488,3652408,497508,96080,12588,156,1574,3888,61719380,44200,8642,1555492,6761696,3373114,31199490,11584082,138774,126,0,1396,3800,18701406,18582,516,102,0,0,18951576,45214,1044,0,0,0,0,0,0,0,0,463406,261370,56160,83526996,12486976,2120944,348466,19860,10998,60093008,5884,0,0,629534490,25962.2,20994,12171968,9230558,4252934,1459060,2435522,1879326,2083490,20205360,944496,2902,0,0
neg,38138,1130,788,0,0,0,0,0,6072,545862,1144254,525604,46096,0,0,2154634,0,0,0,13658,20934,4490032,4060756,660330,374656,0,0,0,0,4006,1150,0,0,0,0,0,0,16180,442274,1809434,0,2264,424,328,1210,4900,2232916,16256,9590,0,0,1317372,426194,178460,113168,73728,53338,40028,28510,14488,22602,5164826,642,548,792,42,2154634,83514,251570,407642,150180,165820,150900,41060,38138.32,5164826,5164826,5130194,6982,27312,28164,317440,4862986,1209600,255128,0,1006,0,3207207.36,325183.68,1324577.28,134,342,0,1594,56134,351658,803334,642260,251774,82028,66514,12592,1352,1482,5164826,2850,516,645520,180000,310364,905416,216252,6912,58,0,1392,3922,2688658,157128,0,17408,0,0,3260708,8246,886,0,0,32380,343518,0,0,0,0,33382,9938,1866,0,0,134792,40606,1200080,185906,2983038,73422,0,0,37138370,1033.42,1036,768032,784090,328534,93664,129398,75220,30020,58146,784,0,0,0
neg,87208,794,684,0,0,0,0,0,332,90990,1725398,3144258,557482,23900,330,2312674,0,0,0,1094,2162,4845864,4112440,982438,647452,0,0,0,0,252,182,0,0,0,0,0,169036,2968022,1385708,1019924,0,2734,1274,1636,7712,2688282,2818068,22982,2,0,0,1736746,1246374,494114,365558,290920,364116,942988,101874,0,0,5830288,26,1254,208,52,2312674,68970,602230,375848,207400,177540,198360,164460,87208.0,5830288,5830288,5832216,39053,10392,93046,981740,5542690,1209600,162482,2,72,0,5013039.36,0.0,526537.92,0,0,0,0,4374,485620,2512438,2202324,309932,20794,6858,350,222,234,5830288,5744,854,199814,208848,412592,4341320,361250,12236,32,0,1074,460,4314630,137752,0,99430,0,16,5056770,3068,200,0,0,0,0,0,0,0,0,40452,97524,42736,0,0,105792,22164,17486040,1848652,0,0,0,0,2568900,1700.6,1808,567896,988720,828748,397162,839630,820818,555942,322506,220072,1196,0,0
neg,12444,2130706432,394,0,0,0,0,0,0,1536,84546,571908,1421556,50288,0,847628,0,0,0,0,0,2054864,1922438,146002,106066,0,0,0,0,732,114,0,0,0,0,0,10322,262666,179482,1677364,0,2654,444,468,8786,1568238,541768,7476,0,0,0,1324368,416312,150490,94672,59110,39588,45170,124,0,0,2201238,178,110,1418,42,847628,19744,47130,98346,74840,,,67760,12444.34,2201238,2201238,2225222,5184,1228,97444,986880,2129834,1209600,83518,8,136,0,1150757.76,20578.56,954487.68,0,0,0,0,0,14486,115728,393066,1445488,154306,6284,476,180,190,2201238,4282,382,5596,878510,121648,614144,499716,5556,0,0,580,424,1135674,72466,0,184,0,0,1195552,3030,210,0,0,490,24384,0,0,0,0,10544,3326,1390,0,0,50360,10564,2699520,278942,1237110,3662,0,0,11444500,748.04,886,1001892,672456,127948,91932,93076,61750,44396,19794,16542,48,0,0
neg,70,50,28,0,0,0,0,0,944,17208,13626,1976,0,0,0,11158,0,0,0,4350,12164,33634,27152,30364,3076,0,0,0,0,42,56,0,0,0,0,0,0,17580,11506,4668,0,1892,60,70,72,122,5560,22284,2262,1432,0,29996,1362,488,554,602,396,260,74,14,8,68482,0,8,0,0,11158,568,18908,11132,,,,29480,69.65,68482,68482,65642,91,0,6308,67600,33934,1209600,1308,14,30,0,10098.24,6683.52,15788.16,8,88,0,492,17232,6472,8928,588,42,0,0,0,8,34,68482,1662,72,288,1046,966,8572,19616,1516,16,0,42,54,9916,60,0,0,0,0,12488,266,98,0,0,70,6724,0,0,0,0,738,0,0,2894,1874,458,106,860,92,7282,4,0,0,0,526.3,218,24214,7222,1270,342,378,144,120,64,0,0,0,0
neg,18980,568,546,0,0,0,0,0,233024,1402750,647290,146250,17988,74,0,901386,0,0,0,63576,114686,1715458,1256792,742328,486282,0,0,0,0,1850,1098,0,0,0,0,0,0,33894,2121978,291504,0,638,414,658,924,669838,1774904,0,0,0,0,1230262,697384,175970,103904,62310,46840,40644,38250,20260,31552,2521568,120,38,418,0,901386,38656,173038,568594,325340,381000,,33360,18979.63,2521568,2521568,2516976,9855,0,8044,99800,2447376,1209600,121114,156,296,0,1485737.28,450557.76,507028.8,0,92,0,28654,615708,1438570,334680,24872,4092,800,0,0,6,12,2521568,2102,252,562916,406084,1378990,96980,52,0,0,0,1214,2234,1444092,12100,0,16,0,0,1550440,9840,248,0,0,183290,548694,0,0,0,0,22310,9952,2972,5622086,754694,90458,17262,5006980,501118,2447364,282,0,0,0,461.2,592,1001204,545804,399020,153610,142394,43326,41302,120174,542,0,0,0
neg,14,62,20,2,2,0,0,0,0,3536,4522,918,0,0,0,3320,0,0,0,72,518,8766,5554,9876,700,0,0,0,0,30,50,0,0,0,0,0,0,0,270,8706,0,1002,14,18,24,300,7618,0,0,0,0,7104,956,132,282,50,32,70,306,32,12,18744,4,2,4,2,3320,234,6382,3470,,,,9640,14.04,18744,18744,19360,22,154,1710,18460,8976,1209600,394,0,2,0,2616.0,0,5387.52,0,16,0,104,2744,3648,1766,412,302,0,0,0,8,32,18744,994,12,24,28,142,2248,5194,324,10,0,56,162,2494,78,0,96,0,0,3186,82,30,0,0,0,0,0,0,0,0,256,0,0,1612,238,126,30,940,94,11062,18,0,0,0,120.6,58,6650,1998,206,68,42,8,4,0,0,0,0,0
neg,26,26,20,0,0,0,0,0,0,52,4842,3582,0,0,0,3418,0,58,0,0,0,14630,12074,4978,1288,0,0,0,0,50,20,0,0,0,0,0,0,8476,0,0,0,54,8,16,20,540,7826,12,0,0,0,6980,1238,174,54,20,6,4,0,0,0,19620,0,4,0,0,3418,210,2284,2624,,,,4900,26.25,19620,19620,21564,15,0,1862,19500,8476,1209600,650,2,2,0,4346.88,0.0,4090.56,0,0,0,0,0,4954,3276,246,0,0,0,0,0,4,19620,74,12,12,72,822,1524,4854,1094,12,0,48,134,5068,26,0,0,0,40,5068,52,20,0,0,0,0,0,0,0,0,152,0,0,0,0,368,78,100,14,0,0,0,0,0,34.48,38,4462,3514,402,78,20,0,0,0,0,0,0,0
pos,212572,2182,,0,0,0,22116,777336,3857136,6097546,3754830,838216,100168,3256,0,6230238,7002,0,0,1746004,2430810,11192604,11125654,3756674,1249666,4,0,0,0,13410,3664,0,0,0,0,0,0,0,5328148,10122456,0,71132,43676,44894,59018,119126,10304408,1511218,3297132,0,0,6110280,2449276,2154586,1263500,811290,519988,392868,363790,192420,1192606,16701022,6814,9994,8608,0,6230238,205122,1420354,2330234,324620,271020,261000,295500,212572.57,16701022,16701022,16420896,87109,168844,66856,936740,15481000,1209600,0,,,,11865116.16,0.0,3592367.04,2916,7250,275036,969226,2129316,2002472,2536100,2117020,2232812,2279994,822044,86584,,0,16701022,31878,3878,1433496,2054674,924830,6521076,4418268,62236,268,0,,,,,,,,,,23306,482,0,0,0,0,0,0,0,0,147346,54376,17314,0,0,514212,80176,14676460,2145684,0,0,0,0,54603460,,8778,3704980,2491862,1175396,455460,1284528,3075610,1691856,1502286,68444,182,0,0
pos,64952,1272,902,0,0,0,3268,186684,1832492,4689994,6562292,5918500,3194194,1294314,174326,9038904,570090,352,598,727224,2153638,16536102,14725854,7029712,2206220,28,0,825924,6132,6730,1154,0,0,0,0,0,0,0,4934028,18922016,20,30966,14446,25662,44406,100876,17981310,1901444,3756508,446,0,14347474,7998388,692340,307482,177066,123512,82740,55190,30674,41198,24294324,736,2026,5806,166,9038904,188356,518322,6503802,972300,875360,805260,67020,64952.57,24294324,24294324,24159300,54948,5966,115730,82660,23881670,1209600,223356,208,218,0,4485957.12,11555038.08,7818706.56,518,1622,66280,698480,2307360,3736334,6407948,6036162,3018758,1227964,316814,39964,368,470,24294324,16362,1804,1903286,10628166,4759072,4550386,1931594,64492,900,2,1704,2100,4325726,813304,216,594,0,0,4582424,15268,758,0,0,23480,11569642,0,0,0,0,165902,19854,5312,0,0,219136,34052,42880,18112,0,0,0,0,7271710,5781.4,5538,19479258,1599656,621934,222504,475288,553688,420948,470258,12530,0,0,0
neg,42888,350,336,0,0,0,0,0,0,152,49274,1564862,1298640,122962,4680,1272496,0,0,0,0,0,2696784,2357310,464192,309298,0,0,0,0,464,324,0,0,0,0,0,8022,781366,987276,1263906,0,2022,1530,1688,128202,2062778,843278,1072,0,0,0,1320930,530462,276626,220770,170294,133714,185412,202362,0,0,3161172,538,24,630,6,1272496,36462,237968,222528,160760,195520,,104840,42887.44,3161172,3161172,3167198,18390,137970,72042,738840,3040570,1209600,67720,2,26,0,2124990.72,0.0,914188.8,0,0,0,0,0,6450,417532,1628626,924148,57590,5922,302,0,6,3161172,2660,290,105334,655766,197450,1461756,609802,7434,78,0,640,652,1277144,121158,0,13080,0,20,2134658,1170,148,0,0,0,0,0,0,0,0,17816,30562,7162,0,0,94818,20878,469820,401816,0,0,0,0,2887480,593.38,690,934422,298662,213798,109794,230654,180868,186520,234414,651364,74,0,0
neg,39190,170,166,0,0,0,0,0,0,1934,463156,1526686,589530,172584,12930,1240752,0,0,0,0,0,2347714,1924270,498834,380494,0,0,0,0,378,124,0,0,0,0,0,199850,2548974,17996,0,0,1738,416,630,172302,1974238,614914,2582,0,0,0,1100592,554098,199302,154450,128430,116164,145470,365902,2412,0,2846928,284,334,588,22,1240752,42966,238882,259040,233640,194500,,66560,39189.89,2846928,2846928,2842502,18138,412,39282,423160,2766820,1209600,82534,0,84,0,2151035.52,133277.76,480538.56,0,0,0,0,0,31836,663014,1460844,578130,28924,3824,248,24,30,2846928,2832,474,2654,251602,222492,1927348,347284,12092,42,0,242,386,1952744,68524,0,6818,0,14,2170484,2184,292,0,0,0,133310,0,0,0,0,23230,38790,9042,0,0,105670,19058,448620,68436,0,0,0,0,312840,1155.16,954,630702,430368,270942,120570,253790,334754,330800,250132,144366,396,0,0
neg,160,56,26,0,0,0,0,0,0,5692,14560,872,0,0,0,8400,0,0,0,1040,2194,17642,14924,14680,1314,0,0,0,0,48,82,0,0,0,0,0,0,0,13526,7598,0,988,16,24,40,270,19786,0,0,0,0,13304,5092,1402,646,200,44,282,154,0,0,33418,14,14,12,2,8400,346,10390,4278,,,,14380,160.39,33418,33418,33892,62,0,3156,33100,21124,1209600,648,0,4,0,11985.6,261.12,7920.96,0,14,0,0,2774,15492,1940,570,328,20,0,0,0,4,33418,1042,20,34,274,832,1536,14284,3086,16,0,54,144,11682,1868,0,0,0,0,12980,130,60,0,0,0,262,0,0,0,0,296,20,4,5412,1160,226,54,340,36,13920,72,0,0,0,86.98,76,9670,4948,1106,536,796,528,732,2788,20,0,0,0
neg,61882,184,128,0,0,0,0,0,0,5818,651786,2700212,728896,36158,0,1932454,0,0,0,0,0,3842184,3489178,419428,292356,0,0,0,0,364,86,0,0,0,0,0,253728,2370252,939516,559374,0,2238,1086,1648,42624,2940548,1127964,6762,0,0,0,1433004,789248,856356,704984,296804,41750,724,0,0,0,4262370,0,708,568,0,1932454,46642,224314,194084,104960,96280,156060,54340,61882.6,4262370,4262370,4290774,17846,17216,59396,624900,4122870,1209600,151234,0,130,0,3741695.04,0.0,377213.76,0,0,0,0,0,90682,1202958,1885454,858668,70100,13526,1482,190,204,4262370,5578,838,3966,324566,167600,2820874,785824,13622,2,0,272,250,3666274,100754,14,11034,0,0,3761228,2832,106,0,0,0,0,0,0,0,0,22294,49062,8708,0,0,116268,24976,257440,38688,0,0,0,0,2920770,1471.44,1676,405414,974068,666050,286576,524336,438190,349666,246542,217374,14654,0,0
neg,2840,2130706432,12,0,0,0,0,0,334,47012,107854,28256,692,0,0,,,,,,,,,,,0,,,,36,46,0,0,0,0,0,0,0,28040,156108,0,328,138,140,638,476,163238,19190,0,0,0,77118,33874,25548,20604,9936,6318,3808,2712,1200,3030,,12,8,18,0,,,,,,,,,2839.12,,,199816,1298,0,,,186412,,3038,4,8,0,136975.68,12982.08,35335.68,0,26,0,0,1590,35394,105186,33730,7032,1184,28,4,0,10,,1132,28,1286,23706,24190,133076,730,0,0,0,16,124,139532,0,0,0,0,0,139616,188,44,0,0,10,12986,0,0,0,0,,238,114,0,0,2362,532,690860,69044,0,0,0,0,1839130,2.0,140,50098,15308,6966,2962,10436,22176,32586,43442,174,0,0,0
neg,62,56,54,0,0,0,0,0,0,116,3784,10058,1220,0,0,6130,0,0,0,0,0,16390,12828,5600,1518,0,0,0,0,80,26,0,0,0,0,0,0,15178,0,0,0,174,36,36,52,3738,11142,0,0,0,0,12068,2322,492,126,52,40,16,62,0,0,22004,0,2,0,0,6130,404,1918,3658,,,,5360,62.04,22004,22004,28436,33,0,2028,21760,15178,1209600,1250,0,2,0,8905.92,0.0,6198.72,0,0,0,0,0,2164,8560,4014,352,88,0,0,32,38,22004,172,14,48,1172,1186,2268,8672,1574,72,0,102,124,10196,32,0,74,0,118,10274,96,118,0,0,0,0,0,0,0,0,218,10,2,0,0,650,128,620,64,28552,28,0,0,0,150.18,62,6902,6616,1396,110,110,16,10,16,2,0,0,0
neg,14,32,16,0,0,0,0,0,0,14,0,5752,160,0,0,2064,0,226,0,0,0,12348,10632,6022,158,0,0,0,0,12,30,0,0,0,0,0,0,0,0,5926,0,1118,12,24,36,134,4602,0,0,0,0,4676,352,262,72,8,8,72,442,34,0,18378,0,4,0,0,2064,118,4946,1066,,,,5940,13.15,18378,18378,20440,24,0,1754,18340,5926,1209600,248,0,2,0,1596.48,0.0,3217.92,6144,,0,0,0,0,3284,2570,72,0,0,0,0,4,18378,1116,2,22,1246,1382,2000,158,0,0,0,22,42,1330,132,0,0,0,0,1712,20,56,0,0,0,0,0,0,0,0,90,0,0,766,670,98,30,40,4,8688,32,0,0,0,0,0,4472,968,228,116,56,28,20,38,0,0,0,0
neg,10,6,2,0,0,0,0,0,0,68,2604,1506,0,0,0,1542,0,430,0,0,0,8006,6322,13572,8,0,0,0,0,12,8,0,0,0,0,0,0,0,2500,1678,0,954,36,12,32,120,3024,0,0,0,0,3026,284,126,258,34,32,70,292,38,18,21586,0,2,0,0,1542,124,12452,1112,,,,13420,9.84,21586,21586,22214,16,156,2064,21460,4178,1209600,206,0,0,0,1550.4,0.0,1721.28,,,0,0,0,1756,1542,544,336,0,0,0,0,6,21586,916,10,20,8,434,1006,1616,168,0,0,6,6,892,56,0,4,0,0,1716,30,84,0,0,0,0,0,0,0,0,132,0,0,148,22,30,14,2180,270,21580,12,0,0,0,,,2806,1110,62,8,30,30,42,90,0,0,0,0
neg,14,34,20,14,14,0,0,0,0,28,11180,2334,0,0,0,5714,0,0,0,0,0,13270,10688,3942,296,0,0,0,0,20,54,0,0,0,0,0,0,0,1516,12026,0,1072,0,0,8,8,5948,6506,0,0,0,12250,378,116,164,98,30,56,334,12,104,17248,0,2,2,0,5714,256,1720,2198,,,,3680,14.01,17248,17248,18270,31,0,1554,16980,13600,1209600,422,0,8,0,2962.56,0.0,9612.48,0,6,0,0,0,8952,3716,526,348,0,0,0,4,18,17248,1084,20,20,10,1462,5090,5122,642,92,0,40,46,2494,112,0,10,0,0,3362,66,46,0,0,0,0,0,0,0,0,210,0,0,1084,204,132,36,400,40,17462,8,0,0,0,113.78,62,10804,2440,272,10,8,6,2,0,0,0,0,0
neg,38630,2130706432,116,0,0,0,0,0,0,406,61996,1768480,691838,15640,366,1150680,0,188,0,0,0,2547658,2281680,526556,198636,0,0,0,0,608,112,0,0,0,0,0,35028,722718,1007076,773904,0,3560,1920,3196,2512,37152,2489288,1098,0,0,0,712042,803900,366594,235104,146444,98542,107844,68256,0,0,3074734,46,34,42,34,1150680,27252,356126,167944,180300,258220,,82400,38630.81,3074734,3074734,3090944,14810,17066,61848,647840,2538726,1209600,73400,2,76,0,2251814.4,0.0,284192.64,20,804,0,0,0,8594,926948,1377918,208684,14208,2374,0,24,28,3074734,4710,444,21856,153108,82020,1427298,817510,31502,278,0,206,610,2191416,662,0,41538,0,12,2280136,1564,208,0,0,0,0,0,0,0,0,17456,27436,12878,0,0,36670,9984,12469100,1339174,5764,312,0,0,37630810,1178.8,1168,303590,455856,325294,189626,482550,397378,242772,91182,50368,110,0,0
pos,463710,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,14452210,33356,0,0,1133300,1792154,22098094,17214068,11835406,5567628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35067832,0,0,0,0,14452210,439684,1910496,9919428,674600,358740,361060,617480,463710.36,35067832,35067832,1226,0,0,94972,1175500,0,1209600,0,1238,1688,0,25073510.4,3037684.8,6278898.24,0,0,0,0,0,0,0,0,0,0,0,0,728,0,35067832,0,0,0,0,0,0,0,0,0,0,3884,7630,24339910,10893632,1846,3816,0,0,25505462,0,0,0,0,0,0,0,0,0,0,302466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,51766,124,102,0,0,0,0,0,0,892,130212,2269020,920810,39984,350,1409824,0,0,0,0,0,3197150,2889826,486408,251780,0,0,0,0,874,140,0,0,0,0,0,8740,1047510,1788832,516184,0,2992,1082,1646,124464,2606914,624028,140,0,0,0,1015530,815264,334472,320542,299340,239850,278264,58002,0,0,3684092,4,16,126,16,1409824,35128,302774,182886,157480,151500,167720,4040,51765.36,3684092,3684092,3700186,21962,1982,2354,48160,3361284,1209600,118188,4,120,0,2949198.72,0.0,408599.04,0,0,0,0,0,7976,819808,2044034,460542,24612,4080,212,6,14,3684092,5256,612,94216,221256,150850,2534108,341788,13074,104,0,148,336,2937948,4726,0,28,0,24,2980170,2418,374,0,0,0,0,0,0,0,0,18420,62936,10134,0,0,118698,18444,80620,13570,0,0,0,0,50765450,936.18,1200,439700,593408,447630,234730,483630,387556,358616,232580,182340,1076,0,0
neg,30378,666,544,0,0,0,0,0,0,1344,196912,1379544,421210,32226,3370,1077280,810,0,0,0,0,1860544,1685896,274174,141934,0,0,2404,0,1084,286,0,0,0,0,0,54124,768426,1098346,113710,0,3364,1530,1464,151268,1417462,459414,104,0,0,0,751378,388144,166552,144752,146680,146020,139528,149898,1654,0,2135168,672,736,316,4,1077280,25918,146404,126844,170060,,,99920,30378.7,2135168,2135168,2148648,14740,8712,90246,920620,2034606,1209600,69388,0,120,0,1808837.76,0.0,223234.56,0,0,0,0,0,34092,478182,1080296,412054,24512,4850,620,28,34,2135168,4314,472,56432,112110,100930,1232972,507530,19664,182,0,1192,940,1782944,60158,100,46258,0,0,1836676,1478,228,0,0,0,0,0,0,0,0,13142,28750,4542,0,0,71612,14556,69180,27838,0,0,0,0,1482950,765.08,1002,239936,423720,315680,153032,289852,247474,137940,80852,138744,7376,0,0
neg,41506,0,,0,0,0,0,0,0,151396,2028030,504174,8800,0,0,1250872,0,0,0,0,0,2373018,2033364,567302,291750,0,0,0,0,0,0,0,0,0,0,0,152666,1856952,378718,304064,0,1356,228,374,32050,1945032,713304,56,0,0,0,972856,582062,237868,174596,155638,217908,351472,0,0,0,2940792,0,24,182,0,1250872,39592,325940,240470,221900,248340,,92400,41506.05,2940792,2940792,2942516,16522,243306,48396,516200,2692400,1209600,0,,,,2415267.84,0.0,269936.64,0,0,0,0,266,814702,1335534,497216,36512,5872,2178,120,,0,2940792,3408,494,258982,219268,156568,1452728,576828,23500,624,0,,,,,,,,,,1808,94,0,0,0,0,0,0,0,0,17478,0,0,0,0,0,0,0,0,0,0,0,0,1506040,869.74,1060,284980,508342,439870,233434,453134,286486,197340,111436,160640,16738,0,0
neg,31636,2130706432,470,0,0,0,0,0,0,226,125466,1454156,900670,52090,2074,1146136,0,0,0,0,0,2262890,1951824,429420,261164,0,0,1870,0,1182,158,0,0,0,0,0,18042,569730,868358,1078552,0,2200,1900,4448,23264,487068,2015738,64,0,0,0,978526,565464,205236,148776,113710,89912,115424,307922,9712,0,2692756,6,188,206,26,1146136,34628,197714,229920,170760,216760,,37360,31635.83,2692756,2692756,2686606,16675,2140,24102,267900,2534682,1209600,68072,6,72,0,1808825.28,0.0,723998.4,10,698,0,0,0,41810,414178,1573366,490234,13070,1918,106,62,70,2692756,3014,310,1416,158984,236826,1257010,860972,15986,164,0,468,228,1825536,49874,288,14,0,12,1844766,1780,232,0,0,0,0,0,0,0,0,21900,18422,9590,3141712,1013746,48188,10468,4999440,521988,626954,606,0,0,1981570,793.74,904,744574,391474,253824,125614,252314,275902,206454,118238,155858,10430,0,0
neg,28628,2130706446,704,0,0,0,0,0,0,38024,1309970,778148,62482,3660,216,973846,0,0,0,430,694,1938708,1690802,314996,224690,0,0,0,0,4114,542,0,0,0,0,0,3740,559452,99582,1529726,0,796,302,440,5988,940904,1242012,2058,0,0,0,656036,634918,249290,152800,95348,66558,76176,256210,5164,0,2254374,496,324,3298,16,973846,27492,126608,187516,166600,,,145780,28627.97,2254374,2254374,2261704,13640,3426,103064,1041840,2192500,1209600,63434,2,62,0,1754617.92,20009.28,416764.8,0,0,0,0,19746,341220,1422472,383268,21434,3494,836,30,2,10,2254374,1936,276,35814,396288,40524,1306574,401266,9710,112,0,960,1664,1640718,276170,0,876,0,36,1767378,2062,156,0,0,1180,20658,0,0,0,0,13460,16158,11788,0,0,41214,8686,4988020,586628,2240636,2538,0,0,300750,565.94,584,452198,477848,165962,85238,299274,624418,86214,1102,246,0,0,0
neg,41524,768,720,0,0,0,0,0,0,1802,124660,2133040,652694,26348,474,1218496,0,0,0,0,0,2726822,2456232,383150,226784,0,0,0,0,630,156,0,0,0,0,0,28930,882634,1778584,248870,0,1840,1354,1508,30530,2369832,533950,4,0,0,0,910554,805832,370060,291452,224632,161118,138290,37080,0,0,3110514,334,232,1226,10,1218496,26552,234500,146700,112280,197740,,67240,41524.16,3110514,3110514,3120704,16871,6568,66238,684600,2939018,1209600,98614,2,72,0,2573793.6,0.0,362940.48,0,0,0,0,0,9804,1011380,1544968,351092,18832,2880,62,0,6,3110514,4174,586,78864,170992,118726,2038384,518386,8828,78,0,1158,414,2420556,112608,0,498,0,48,2590158,1814,252,0,0,0,0,0,0,0,0,16414,31090,10980,0,0,65578,9742,6746440,753302,0,0,0,0,40524350,1150.14,1202,383822,637740,486640,257350,453342,343974,183190,86440,103536,2984,0,0
